ui.menu|Menü
668|Projeyi tasarlayan ve geliştiren: <strong>Prof. Müh. Agostino Giorgio</strong><br>Politecnico di Bari öğretim üyesi
669|digital4help™ teknolojisinin üç özelliği
670|Tam gizlilik, hızlı etkinleştirme, cihazın içinde yapay zekâ.
671|<b>Aracısız doğrudan iletişim (P2P).</b> Yardım istemek için tescilli hizmetlerden, çağrı merkezlerinden ya da acil durum servisi aboneliklerinden geçilmez: alarm, uygulamayı kurarken sizin seçtiğiniz bir ya da iki güvendiğiniz kişiye, konumunuzla birlikte doğrudan cihazınızdan gider. Size onlar ulaşır ya da kolluk kuvvetlerini arayıp müdahale için gereken tüm ayrıntıları sakin sakin anlatır: tehlikedeyken sizin bulamayacağınız o sakinlikle.
672|<b>Birden çok noktadan hızlı etkinleştirme.</b> Acil durumda telefonu çıkarmaya, kilidini açmaya ve uygulamayı açmaya vakit yoktur. Bu yüzden her uygulama alarmı başlatmak için birden çok yol sunar: ses, akıllı saatteki eş uygulamanın tuşu ya da üzerinizde taşıdığınız harici bir cihaz olan button4help™ düğmesi. Telefon elinizden uzakta olsa bile alarm gider.
673|<b>Çevrim dışı çalışan yapay zekâ.</b> Anahtar sözcükleri, çevrim içi bir hizmet değil, cihaza kurulu yapay zekâ tanır: yardım istediğinizi anlamak için ağa hiçbir şey gönderilmez ve yardım çağrısı daha erken yola çıkar.
674|<strong>Üç özellik tek afişte</strong>Tam gizlilik, çevrim dışı yapay zekâ ve hızlı etkinleştirme. İngilizce.
675|Uygulamayla eşleştirildikten sonra alarmı uzaktan başlatan düğme. Dışarıdan bir satıcıdan alınır.
676|Technology against gender-based violence, no pAIn Project from Poliba afişi: iki el, uygulamanın kalkanını gösteren bir akıllı telefon tutuyor; No Trace ve Safe Zone yazıları ve altta tam gizlilik (P2P), bulutsuz çevrim dışı yapay zekâ ve sesle, dokunuşla, akıllı saatle ya da button4help düğmesiyle hızlı etkinleştirme.
677|<b>Tek başına yardım istemez.</b> button4help™, üçüncü bir üreticinin Bluetooth düğmesidir, no pAIn™ ürünü değildir: ancak Android'de AI help You uygulamasıyla ya da iPhone için no pAIn™ (Proteggimi) uygulamasının 59 ve sonraki sürümleriyle eşleştirildikten sonra acil durum tetikleyicisine dönüşür.
678|Satın almadan önce
679|Düğme tek başına <span class="hl">hiçbir şey yapmaz.</span>
680|button4help™, çevrim içi bir mağazada satılan basit bir Bluetooth düğmesidir: SIM kartı yoktur, arkasında bir çağrı merkezi yoktur ve konumunuzu bilmez. Acil durum işlevlerini no pAIn™ uygulaması sağlar: cihazı tanıyan, onu tetikleyici olarak kabul eden ve basıldığında kişilerinize mesaj, konum ve arama gönderen uygulamadır.
681|Uygulamayla eşleştirilmeden düğmenin hiçbir yardım işlevi yoktur.
682|Onu tanıyan uygulamalar
683|Android için <a class="link-arrow" href="prodotti.html#ai-help-you">AI help You ↗</a>
684|iPhone için <a class="link-arrow" href="prodotti.html#no-pain-ios">no pAIn™ (Proteggimi) ↗</a>, 59 ve sonraki sürümler
685|Eşleştirme, uygulamadan tek seferde, birkaç adımlık rehberli bir işlemle yapılır. Android için Proteggimi ve Wear OS için AIuto SOS düğmeyi kullanmaz.
686|AI help You (Android) ve no pAIn™ (iPhone) 59. sürümden itibaren, eşleştirmeden sonra
687|Android'de AI help You'yu ya da iPhone'da 59 ve sonraki sürümdeki no pAIn™ uygulamasını açın ve rehberli eşleştirme işlemini izleyin: birkaç adım, yalnızca bir kez. Bundan sonra uygulama düğmeyi tanır ve tetikleyici olarak kabul eder. Ardından kişilerinizle önceden konuşarak bir deneme yapın.
688|Satın almak yalnızca Android'de AI help You ya da iPhone'da 59 ve sonraki sürümdeki no pAIn™ kullanıyorsanız anlamlıdır: onu acil durum tetikleyicisine dönüştüren bu uygulamalardır. Tek başına düğme kimseden yardım istemez.
689|Cihazınızdan kişilerinize, aracı olmadan
690|Eşler arası teknoloji: yardım çağırmak için tescilli hizmetlerden, çağrı merkezlerinden ya da acil durum servisi aboneliklerinden geçilmez. Alarm, konum bilgisiyle birlikte, uygulamayı kurarken seçtiğiniz bir ya da iki güvendiğiniz kişiye doğrudan cihazınızdan gider.
691|Nasıl müdahale edeceklerine onlar karar verir: size bizzat ulaşmak ya da kolluk kuvvetlerini arayıp müdahale için yararlı tüm ayrıntıları sakin sakin anlatmak. Bu, tehlikede olan birinin sahip olamayacağı bir sakinliktir.
692|Hesap, oturum açma ya da tescilli bulut yok. Veri en aza indirme ilkesi geçerlidir: geliştirici, kişisel veri toplamadığını ve üçüncü taraflara aktarmadığını beyan eder; ayarlar ve kişiler cihazda kalır.
693|Android sürümlerinde ve desteklenen dillerde anahtar sözcükleri, çevrim içi bir hizmet değil, cihaza kurulu yapay zekâ tanır: yardım istediğinizi anlamak için ağa hiçbir şey gönderilmez ve yardım daha hızlı yola çıkar.
694|Uyarıların gönderilmesi ise seçilen kanalın gerektirdiği bağlantıları ister: mobil veri, SMS ya da telefon hattı.
695|Hızlı etkinleştirme
696|Zaman olmadığı için birden çok etkinleştirme noktası
697|Uygulamalar acil durumlar için tasarlanmıştır: telefonu çıkarmaya, kilidini açmaya ve uygulamayı aramaya vakit olmadığı anlar için. Bu yüzden her uygulama yardım isteğini göndermek için birden çok yol sunar.
698|Ekran kapalıyken ve telefon birkaç metre uzaktayken bile sesli komutlar
699|Uygulamadaki acil durum tuşu, ana ekrandaki hızlı düğme ve kalıcı bildirim
700|Akıllı saatler için eş uygulama ya da Wear OS için bağımsız uygulama
701|button4help™, cepte, çantada ya da boyunda taşınan harici düğme
702|Cepte taşınan ve uygulamayla eşleştirildikten sonra AI help You ile iPhone için no pAIn™ uygulamasının alarmını başlatan düğme: tek başına acil durum işlevi yoktur. Ne olduğu, ne olmadığı ve nereden alınacağı.
703|Tek başına hiçbir acil durum işlevi yoktur: üçüncü bir üreticinin Bluetooth düğmesidir ve yalnızca uygulamayla eşleştirildikten sonra alarm tetikleyicisine dönüşür; eşleştirme rehberli bir işlemle tek seferde yapılır. Onu tanıyan uygulamalar Android için AI help You ve iPhone için no pAIn™ (Proteggimi) 59 ve sonraki sürümlerdir. <a href="https://it.aliexpress.com/item/1005008509583971.html" target="_blank" rel="noopener">AliExpress</a> üzerinden üçüncü bir satıcıdan alınır: no pAIn™ onu satmaz. Telefonunuzla uyumluluk konusunda tereddüdünüz varsa <a href="mailto:agostino.giorgio@poliba.it" data-mail="private">tasarımcıya yazın</a>.
704|Instagram çerçeveleri Instagram'ın sunucularından yüklenir: sayfayı açtığınızda tarayıcınız onlara bağlanır.
705|Kurumlar
706|Teknoloji nasıl çalışır →
707|no pAIn™ — Videolar ve tanıtımlar
708|no pAIn™ projesinin videoları: mağdurun telefonundan gönderilen konum, uygulamaların tanıtımları, akıllı saat ve button4help™ düğmesi.
709|Videolar ve tanıtımlar
710|Alarm gittiğinde <span class="hl">ne olduğunu görün.</span>
711|Projenin tüm videoları tek sayfada: tanıtım amacıyla çekilmiş kurgusal sahneler, no pAIn™ uygulamalarının sizin yerinize nasıl yardım istediğini ve kişilerinize ne ulaştığını gösteriyor.
712|Önce izlenmesi gereken video
713|Konumu telefonunuz gönderir, <span class="hl">acil çağrı merkezi değil.</span>
714|Bir kaçırma olayında zaman her şeydir. Alışılmış zincirde arayabilmek, nerede olduğunuzu anlatabilmek ve çağrı merkezinin telefonu bulmasını beklemek gerekir. no pAIn™ ile bu kısma gerek yoktur: konumu, güncel olarak, doğrudan mağdurun cihazı müdahale edecek kişilere iletir.
715|<strong>Saldırı ve kaçırma: alarm konumla birlikte gider</strong>Reel, projenin Instagram profilinde yayımlanmıştır. Kurgusal sahneler, tanıtım amaçlıdır.
716|Bu ayrıntı neden bir hayat kurtarabilir
717|<b>Telefon açmaya gerek yok.</b> Saldırıya uğrayan ya da zorla götürülen biri arayamaz, konuşamaz ve nerede olduğunu anlatamaz. Alarm sesle, bir tuşla ya da button4help™ ile gider; kimseye tek kelime söylemeden.
718|<b>Konum hazır olarak ulaşır.</b> Koordinatlar, adres ve harita bağlantısı mağdurun telefonundan çıkar ve güvenilen kişilere ulaşır; onlar da bunları hemen kolluk kuvvetlerine iletebilir.
719|<b>Konum güncellenmeye devam eder.</b> Saldırgan yer değiştirirse yardıma gelen kişi güzergâhı canlı görür: dakikalar önceki bir noktanın peşinde koşmaz.
720|<b>Zaman kaybettiren adımlar atlanır.</b> Telefonu bir çağrı merkezinin bulmasına gerek yoktur: kaçırma olayında bu zaman, zamanında yetişmekle çok geç kalmak arasındaki farktır.
721|Uygulamaların tanıtımları
722|Dört durum, yardım istemenin dört yolu.
723|Ses, akıllı saat, cepteki düğme: her video farklı bir etkinleştirme noktasını ve alarmı alan kişilerin tarafında neler olduğunu gösterir. Videolarda ses vardır.
724|Diğer videolar
725|button4help™ reel'i ve Instagram profili.
726|Projenin profilinde başka kısa filmler, afişler ve uygulamalarla ilgili güncellemeler var.
727|Instagram'ı aç <span class="arr">↗</span>
728|no pAIn Instagram reel'i: saldırı ve kaçırma, alarm konumla birlikte gidiyor
729|Videoları izle <span class="arr">→</span>
730|Kılavuz
731|Kılavuz zaten uygulamanın içinde, saatte
732|Aynı kılavuzu telefonunuza uygulama olarak kurabilirsiniz: <a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.aibutton" target="_blank" rel="noopener">Google Play'de açın ↗</a>
733|Telefondaki kılavuzdan, henüz kurmamış olanlar için saatteki uygulama da kurulabilir
734|Android için Proteggimi kılavuzu İtalyanca bir PDF'tir: tarayıcıda açılır ve kaydedilebilir. Telegram bölümü, kişilerin bota birkaç adımda nasıl bağlanacağını anlatır. Canlı konumun süresi uygulamadan uygulamaya değişir: kurduğunuz uygulamanın seçeneklerine bakın.
735|Proteggimi kılavuzu, Android (PDF) <span class="arr">↗</span>
736|Telegram: kişilerinizi nasıl bağlarsınız (PDF) <span class="arr">↗</span>
737|Android için Proteggimi kılavuzu (PDF) ↗
738|digital4help afişi: toplumsal cinsiyete dayalı şiddete karşı dijital koruma, yeni bir çağ henüz başladı. Işıklı devreler arasında kadın figürlü bir kalkan ve altında yardım istemenin üç yolu: hareket ya da sesli komutla akıllı telefon, AIuto SOS watch4help akıllı saat ve bir saniye basılan button4help düğmesi; altta çevrim dışı yapay zekâ, Safe Zone, No Trace, giyilebilir SOS ve sitenin QR kodu.
739|<strong>digital4help™: sizin yerinize yardım isteyen teknoloji</strong>Akıllı telefon, akıllı saat ve düğme: alarmı başlatmanın üç yolu. Afiş İngilizce.
740|digital4help afişi: yardım istemenin üç yolu, hareket ya da sesli komutla akıllı telefon, AIuto SOS watch4help akıllı saat ve bir saniye basılan button4help düğmesi; çevresinde çevrim dışı yapay zekâ, Safe Zone, No Trace ve giyilebilir SOS.
741|Alarmı başlatmanın üç yolu · afiş İngilizce
